X,Y,neighborhood_id,neighborhood_name,device_serial,device_connectedto,device_address,device_lat,device_long,device_tags,etl_updatedtimestamp,is_current,org1,org2,inside_outside,landmark,ObjectId
-7917518.63263821,5199476.66831794,N_568579452955538316,Hyde Park,Q2CK-NERF-4JX7,HP-BPDE18-AP2,"1249 Hyde Park Ave., Hyde Park, MA",42.25648,-71.12428, recently-added ,2021/06/28 07:56:19+00,1,,,,,1
-13591946.3780132,4497545.18967124,N_601230550253962257,Columbus Park,Q2CK-LKWC-GD4B,COLUMBUSPARK-AP1,,37.4180951010362,-122.098531723022, recently-added ,2021/06/28 07:56:31+00,1,,,,,2
0,0,N_601230550253962397,Main Streets Staging,Q2CK-F8JM-ME8S,,,0,0, recently-added ,2021/06/28 07:56:33+00,1,,,,,3
-7911233.47255324,5208237.6067325,N_568579452955534204,Dorchester,Q2CK-CXHG-U3Q7,DOT-BPL-AP3,"500 Columbia Rd., Dorchester, MA",42.314702906365,-71.0678194463253, BPL Outside Uphams-Corner-Branch ,2021/06/28 07:56:16+00,1,BPL,,Outside,Uphams Corner Branch,4
-7923997.41123936,5213540.38824702,N_568579452955534204,Dorchester,Q2CK-HPSU-2K3Q,DOT-GREENWOOD-AP2,"189 Glenway Street, Dorchester, MA",42.3499176629195,-71.1824798583984, BPS Greenwood-School Outside ,2021/06/28 07:56:16+00,1,BPS,,Outside,Greenwood School,5
-7910753.23511305,5208798.10501948,N_568579452955534204,Dorchester,Q2CK-H48M-P2E9,DOT-BFD21-AP3,"641 Columbia Rd., Dorchester, MA",42.318426,-71.0635054, BFD Engine-21 Outside ,2021/06/28 07:56:16+00,1,BFD,,Outside,Engine 21,6
-7910263.94142321,5205732.48264666,N_568579452955534204,Dorchester,Q2CK-NE73-ZSQB,DOT-BPDC11-AP1,"40 Gibson st, Dorchester, ma",42.29806,-71.05911, recently-added ,2021/06/28 07:56:16+00,1,,,,,7
-7910753.23511305,5208798.10501948,N_568579452955534204,Dorchester,Q2CK-ZRF5-JNQU,DOT-BFD21-AP1,"641 Columbia Rd., Dorchester, MA",42.318426,-71.0635054, BFD Engine-21 Outside ,2021/06/28 07:56:16+00,1,BFD,,Outside,Engine 21,8
-7911214.60987459,5208244.69630194,N_568579452955534204,Dorchester,Q2CK-J2D4-6Y8J,DOT-BPL-AP6,"500 Columbia road, Dorchester, ma",42.31475,-71.06765, BPL Outside Uphams-Corner-Branch ,2021/06/28 07:56:16+00,1,BPL,,Outside,Uphams Corner Branch,9
-7911347.08006863,5207976.73525247,N_568579452955534204,Dorchester,Q2CK-FQLH-FDJH,DOT-BPL-AP5,"63 Glendale St, Dorchester, MA",42.31297,-71.06884, BPL Outside Uphams-Corner-Branch ,2021/06/28 07:56:16+00,1,BPL,,Outside,Uphams Corner Branch,10
-7911607.07759896,5206605.34951248,N_568579452955534204,Dorchester,Q2CK-N5NK-M8VH,DOT-MATHER-AP2,"1 Meeting House Hill, Dorchester",42.303859430364,-71.0711755975533, recently-added ,2021/06/28 07:56:16+00,1,,,,,11
-7907047.79879927,5210826.36055483,N_568579452955537848,South Boston,Q2CK-LL7D-DRFS,SB-PERRY-AP2,"745 East 7th St., South Boston, MA",42.3318967879207,-71.03021889925, BPS Outside Perry-School ,2021/06/28 07:56:17+00,1,BPS,,Outside,Perry School,12
-7907043.46855457,5210864.49008586,N_568579452955537848,South Boston,Q2CK-L6R4-HJGB,SB-PERRY-AP1,"745 E 7th St, South Boston, MA 02127",42.33215,-71.03018, recently-added ,2021/06/28 07:56:17+00,1,,,,,13
-7909583.77933447,5210397.69216827,N_568579452955537848,South Boston,Q2CK-LEG8-FAFN,SB-HIGHSCHOOL-AP2,"95 G St., South Boston, MA",42.32905,-71.053, recently-added ,2021/06/28 07:56:17+00,1,,,,,14
-7906471.83384786,5210981.16606463,N_568579452955537848,South Boston,Q2CK-NLQZ-E2SP,SB-PERRY-AP3,"745 E 7th St, South Boston, MA 02127",42.332924820066,-71.0250449180603, BPS Outside Perry-School ,2021/06/28 07:56:17+00,1,BPS,,Outside,Perry School,15
-7908656.8579611,5210941.67857639,N_568579452955537848,South Boston,Q2CK-D4R6-5UWB,SB-HIGHSCHOOL-AP3,"95 G St., South Boston, MA",42.332662593223,-71.0446733236313, Outside South-Boston-High-School ,2021/06/28 07:56:17+00,1,,,Outside,South Boston High School,16
-7908689.70199669,5210969.59600665,N_568579452955537848,South Boston,Q2CK-LQCX-HR7J,SB-HIGHSCHOOL-AP1,95 G Street,42.3328479862272,-71.0449683666229, recently-added ,2021/06/28 07:56:17+00,1,,,,,17
-7910480.64707594,5218088.01863919,N_568579452955538062,Charlestown,Q2CK-SRA2-LVQC,CHL-BCYF- AP1,"240 Medford St, Charlestown, MA 02129",42.3801019,-71.0610567, BCYF BCYF-Grant Charlestown-Athletic-Building Outside ,2021/06/28 07:56:18+00,1,BCYF,,Outside,Charlestown Athletic Building,18
-7911233.1739711,5208255.22307887,N_568579452955534204,Dorchester,Q2CK-CRWS-U8UK,DOT-BPL-AP1,"500 Columbia Rd., Dorchester, MA",42.3148199257881,-71.0678167641163, BPL Outside Uphams-Corner-Branch ,2021/06/28 07:56:16+00,1,BPL,,Outside,Uphams Corner Branch,19
-7910558.93807382,5206174.96926249,N_568579452955534204,Dorchester,Q2CK-L5SX-NBNQ,DOT-CLEVELAND-AP1,"11 Charles St, Dorchester",42.301,-71.06176, recently-added ,2021/06/28 07:56:16+00,1,,,,,20
-7912128.17394096,5205493.00236287,N_568579452955534204,Dorchester,Q2CK-9ECJ-KEVB,DOT-HOLMES-AP2,"40 School St, Dorchester",42.296468771381,-71.0758566856384, BPS Holmes-Elementary-School Outside ,2021/06/28 07:56:16+00,1,BPS,,Outside,Holmes Elementary School,21
-7912069.35325904,5205510.40410332,N_568579452955534204,Dorchester,Q2CK-H64X-BT93,DOT-HOLMES-AP1,"40 School St., Dorchester, MA",42.2965843987362,-71.0753282904625, BPS Holmes-Elementary-School Outside ,2021/06/28 07:56:16+00,1,BPS,,Outside,Holmes Elementary School,22
-7911567.60397989,5205967.47959864,N_568579452955534204,Dorchester,Q2CK-649C-9H26,DOT-MARSHALL-AP1,"35 Westville St., Dorchester, MA",42.2996214,-71.070821, BPS Marshall-School Outside UP-Academy ,2021/06/28 07:56:16+00,1,BPS,,Outside,Marshall School UP Academy,23
-7911877.49517836,5206929.8178402,N_568579452955534204,Dorchester,Q2CK-ERFW-VHQX,DOT-HOLLAND-AP2,"85 Olney St., Dorchester, MA",42.3060151,-71.0736048, BCYF Holland-Comm-Center Outside ,2021/06/28 07:56:16+00,1,BCYF,,Outside,Holland Comm Center,24
-7911203.9129212,5208271.64509665,N_568579452955534204,Dorchester,Q2CK-CVPA-TEUV,DOT-BPL-AP2,"500 Columbia Rd., Dorchester, MA",42.3149290114949,-71.0675539076328, BPL Outside Uphams-Corner-Branch ,2021/06/28 07:56:16+00,1,BPL,,Outside,Uphams Corner Branch,25
-7911214.60987459,5208244.69630194,N_568579452955534204,Dorchester,Q2CK-U4G7-7P78,DOT-BPL-AP4,"500 Columbia Rd., Dorchester, MA",42.31475,-71.06765, BPL Outside Uphams-Corner-Branch recently-added ,2021/06/28 07:56:16+00,1,BPL,,Outside,Uphams Corner Branch,26
-7910753.23511305,5208798.10501948,N_568579452955534204,Dorchester,Q2CK-G9M2-VTK4,DOT-BFD21-AP2,"641 Columbia Rd., Dorchester, MA",42.318426,-71.0635054, BFD Engine-21 Outside ,2021/06/28 07:56:16+00,1,BFD,,Outside,Engine 21,27
-7910474.33526081,5207242.13933114,N_568579452955534204,Dorchester,Q2CK-NJQU-RB55,DOT-MATHER-AP3,"24 Parrish St, Dorchester",42.30809,-71.061, recently-added ,2021/06/28 07:56:16+00,1,,,,,28
-7912662.55362329,5205512.25542662,N_568579452955534204,Dorchester,Q2CK-HALC-MWBH,DOT-GREENWOOD-AP1,"189 Glenway St., Dorchester, MA",42.2965967,-71.0806571, BPS Greenwood-School Outside ,2021/06/28 07:56:16+00,1,BPS,,Outside,Greenwood School,29
-7910480.64707594,5218088.01863919,N_568579452955538062,Charlestown,Q2CK-V3LS-5V65,CHL-BCYF-AP2,"240 Medford St, Charlestown, MA 02129",42.3801019,-71.0610567, BCYF BCYF-Grant Charlestown-Athletic-Building Outside ,2021/06/28 07:56:18+00,1,BCYF,,Outside,Charlestown Athletic Building,30
-7910480.64707594,5218088.01863919,N_568579452955538062,Charlestown,Q2CK-SNTB-WJWA,CHL-HIGHSCHOOL-AP2,"240 Medford St, Charlestown, MA 02129",42.3801019,-71.0610567, BCYF-Grant BPS Charlestown-High-School Outside ,2021/06/28 07:56:18+00,1,,,Outside,Charlestown High School,31
-7910480.64707594,5218088.01863919,N_568579452955538062,Charlestown,Q2CK-CWUY-RBGW,CHL-HIGHSCHOOL-AP1,"240 Medford St., Charlestown, MA",42.3801019,-71.0610567, BPS Charlestown-High-School Outside ,2021/06/28 07:56:18+00,1,BPS,,Outside,Charlestown High School,32
-7918256.51388294,5198613.28987428,N_568579452955538316,Hyde Park,Q2CK-TSDP-WCWR,HP-BPDE18-AP4,"Corner of Business & River St, Hyde Park MA",42.2507393,-71.1309085, BPD District E-18 Outside ,2021/06/28 07:56:19+00,1,BPD,,Outside,E 18,33
-7917084.04134615,5199005.76863077,N_568579452955538316,Hyde Park,Q2AK-MNV6-RH2P,HP-MAPLE-AP1,"Maple St., Hyde Park, MA - between Oak and River St.",42.253349,-71.120376, Hyde-Park Outside ,2021/06/28 07:56:19+00,1,,,Outside,Hyde Park,34
-7917274.96540482,5199551.37371618,N_568579452955538316,Hyde Park,Q2CK-MJQD-GHYW,HP-BPL-AP1,"35 Harvard Ave., Hyde Park, MA - Roof North",42.2569767,-71.1220911, BPL Hyde-Park-Branch Outside ,2021/06/28 07:56:19+00,1,BPL,,Outside,Hyde Park Branch,35
-7916965.80180141,5199262.35818152,N_568579452955538316,Hyde Park,Q2CK-4SHS-VJAG,HP-BFD48-AP2,"60 Fairmont Ave., Hyde Park, MA",42.2550550766468,-71.1193138360977, BFD Engine-48 Outside ,2021/06/28 07:56:19+00,1,BFD,,Outside,Engine 48,36
-7917188.34770903,5199603.30837738,N_568579452955538316,Hyde Park,Q2AK-GPHE-YSR2,HP-CENTRAL-AP1,"26 Central Ave., Hyde Park, MA",42.257322,-71.121313, BPHC Hyde-Park Outside ,2021/06/28 07:56:19+00,1,,,Outside,Hyde Park,37
-7917500.02001935,5199376.81638014,N_568579452955538316,Hyde Park,Q2CK-BUXF-V896,HP-BPDE18-AP3,"1276 River St., Hyde Park, MA - Hyde Park Ave & River St",42.2558161,-71.1241128, BPD District E-18 Outside ,2021/06/28 07:56:19+00,1,BPD,,Outside,E 18,38
-7917274.96540482,5199551.37371618,N_568579452955538316,Hyde Park,Q2CK-53BW-3TB9,HP-BPL-AP2,"35 Harvard Ave., Hyde Park, MA - Roof South",42.2569767,-71.1220911, BPL Hyde-Park-Branch Outside ,2021/06/28 07:56:19+00,1,BPL,,Outside,Hyde Park Branch,39
-7917024.41862689,5199274.31845914,N_568579452955538316,Hyde Park,Q2AK-YCNF-9V29,HP-BFD48-AP1,"60 Fairmont Ave., Hyde Park, MA",42.2551346,-71.1198404, BFD Engine-48 Outside ,2021/06/28 07:56:19+00,1,BFD,,Outside,Engine 48,40
-7917510.11704581,5199449.7837903,N_568579452955538316,Hyde Park,Q2CK-ZJFC-GBK2,HP-BPDE18-AP1,"1249 Hyde Park Ave., Hyde Park, MA",42.2563012496458,-71.1242035031319, BPD District-E-18 Outside ,2021/06/28 07:56:19+00,1,BPD,,Outside,District E 18,41
-7922407.11675691,5213750.56496065,N_568579452955538703,Alston Brighton,Q2AK-HEMW-CKJN,AB-OAKSQUARE-AP1,"425 Faneuil St., Brighton, MA",42.351313,-71.168194, BFD Engine-51 Outside ,2021/06/28 07:56:21+00,1,BFD,,Outside,Engine 51,42
-13591946.3780132,4497545.18967124,N_568579452955538316,Hyde Park,Q2CK-KB3U-MCEQ,,,37.4180951010362,-122.098531723022, recently-added ,2021/06/28 07:56:19+00,1,,,,,43
-7919837.8634228,5213388.19533096,N_568579452955538703,Alston Brighton,Q2CK-SA2P-MX2R,AB-BRIGHTON-HIGH-AP3,"25 Warren St, Brighton, MA 02135",42.3489072537289,-71.145114004612, BCYF-Grant BPS Brighton-High-School Outside ,2021/06/28 07:56:21+00,1,,,Outside,Brighton High School,44
-7919013.03001042,5213853.92754666,N_568579452955538703,Alston Brighton,Q2AK-PKLP-V45Q,AB-JACKSON-AP1,"40 Armington St., Allston, MA",42.3519992,-71.1377044, BPS Jackson-Mann-School Outside ,2021/06/28 07:56:21+00,1,BPS,,Outside,Jackson Mann School,45
-7919896.98268686,5213405.51309518,N_568579452955538703,Alston Brighton,Q2CK-SVB3-JPWM,AB-BRIGHTON-HIGH-AP2,"25 Warren St, Brighton, MA 02135",42.3490222272324,-71.1456450819969, BCYF-Grant BPS Brighton-High-School Outside ,2021/06/28 07:56:21+00,1,,,Outside,Brighton High School,46
-7919955.50478664,5213423.41869298,N_568579452955538703,Alston Brighton,Q2CK-SRAD-M7DC,AB-BRIGHTON-HIGH-AP1,"25 Warren St, Brighton, MA 02135",42.3491411031713,-71.1461707949638, BCYF-Grant BPS Brighton-High-School Outside ,2021/06/28 07:56:21+00,1,,,Outside,Brighton High School,47
-7918842.22138374,5214131.21357604,N_568579452955538703,Alston Brighton,Q2CK-LVPP-KFQ4,AB-BFDE41-AP1,"460 Cambridge St

Boston, MA 02134",42.35384,-71.13617, recently-added ,2021/06/28 07:56:21+00,1,,,,,48
-7912184.17675392,5207699.96293284,N_579275502070532581,Roxbury,Q2CK-6FWU-5RHA,ROX-MLKSCHOOL-AP1,"77 Lawrence Ave., Roxbury, MA",42.3111314160251,-71.0763597674668, BPS MLK Outside ,2021/06/28 07:56:22+00,1,BPS,,Outside,MLK,49
-7913611.28742313,5208018.69003845,N_579275502070532581,Roxbury,Q2CK-DSFT-7HTL,ROX-TROTTER-AP3,"Humbolt & Waumbeck St., Roxbury, MA",42.3132486987508,-71.0891797207296, BPS Outside Trotter-School ,2021/06/28 07:56:22+00,1,BPS,,Outside,Trotter School,50
-7914737.83836235,5208917.49258645,N_579275502070532581,Roxbury,Q2CK-GUWZ-2YNU,ROX-BRAGDON-AP1,"85 Bragdon St., Roxbury MA",42.319219,-71.0992997, EOC Outside ,2021/06/28 07:56:22+00,1,,,Outside,EOC,51
-7913011.85578151,5208392.07633739,N_579275502070532581,Roxbury,Q2CK-GLBJ-XZRY,ROX-BLA-AP2,"205 Townsend St., Roxbury, MA - east side of roof",42.3157289882279,-71.0837949346751, BPS Boston-Latin-Academy Outside ,2021/06/28 07:56:22+00,1,BPS,,Outside,Boston Latin Academy,52
-7911619.13377218,5209957.46257908,N_579275502070532581,Roxbury,Q2CK-HM2N-KPSM,ROX-MASON-AP2,"150 Norfolk Ave., Roxbury, MA",42.3261263,-71.0712839, recently-added ,2021/06/28 07:56:22+00,1,,,,,53
-7912200.63609448,5207480.86895565,N_579275502070532581,Roxbury,Q2CK-FC84-AQTJ,ROX-FREDERICK-AP2,"270 Columbia Rd., Dorchester, MA",42.309675948163,-71.0765076242387, BPS Frederick-Pilot-School Outside ,2021/06/28 07:56:22+00,1,BPS,,Outside,Frederick Pilot School,54
-7912897.72042516,5207333.97353993,N_579275502070532581,Roxbury,Q2CK-649T-2WQZ,ROX-GROVEHALL-AP7,"476 Blue Hill Ave., Roxbury, MA",42.3087000852543,-71.0827696393244, BPL Grove-Hall Outside ,2021/06/28 07:56:22+00,1,BPL,,Outside,Grove Hall,55
-7913796.68772744,5210851.40437274,N_579275502070532581,Roxbury,Q2CK-SSY2-PBYW,ROX-Madison Park-HS-AP1,"75 Malcolm X Blvd, Boston, MA 02120",42.3320631,-71.0908452, recently-added ,2021/06/28 07:56:22+00,1,,,,,56
-7913202.77106907,5210331.40467075,N_579275502070532581,Roxbury,Q2CK-NU67-LP8V,ROX-BPDB2-AP1,"2400 Washington St., Roxbury, MA - Right Front Side Roof Facing Dudley MBTA",42.3286097730465,-71.085509955883, BPD District-B-2 Outside ,2021/06/28 07:56:22+00,1,BPD,,Outside,District B 2,57
-7912363.26072412,5210594.82876531,N_579275502070532581,Roxbury,Q2CK-ZWAD-LVEM,ROX-ORCHARD-AP1,"906 Albany St., Roxbury, MA",42.3303592006786,-71.0779685061425, BPS Orchard-Garden-School Outside ,2021/06/28 07:56:22+00,1,BPS,,Outside,Orchard Garden School,58
-7912345.79133616,5209022.30626039,N_579275502070532581,Roxbury,Q2CK-6JQN-FZR8,ROX-WINTHROP-AP4,"Waverley & Blue Hill Ave., Roxbury, MA",42.3199151885731,-71.0778115759604, BPS Outside Winthrop-School ,2021/06/28 07:56:22+00,1,BPS,,Outside,Winthrop School,59
-7914568.66613219,5208800.21273145,N_579275502070532581,Roxbury,Q2CK-XD4N-QHUN,BFD-E42-AP1,"1870 Columbus Ave., Roxbury, MA",42.31844,-71.09778, BFD Engine-42 Outside recently-added ,2021/06/28 07:56:22+00,1,BFD,,Outside,Engine 42,60
-7912852.73482669,5210354.64275901,N_579275502070532581,Roxbury,Q2CK-MR56-4QY6,ROX-BFDE14-AP2,"174 Dudley St., Roxbury, MA - Front Roof Facing Dudley St",42.3287641016368,-71.0823655268177, BFD Engine-14 Outside ,2021/06/28 07:56:22+00,1,BFD,,Outside,Engine 14,61
-7912178.21444177,5207676.67352579,N_579275502070532581,Roxbury,Q2CK-5W3E-RVCM,ROX-MLKSCHOOL-AP3,"77 Lawrence Ave., Roxbury, MA",42.3109767032681,-71.0763062071055, BPS MLK Outside ,2021/06/28 07:56:22+00,1,BPS,,Outside,MLK,62
-7911619.13377218,5209957.46257908,N_579275502070532581,Roxbury,Q2CK-F2BB-S6RY,ROX-MASON-AP1,"150 Norfolk Ave., Roxbury, MA",42.3261263,-71.0712839, recently-added ,2021/06/28 07:56:22+00,1,,,,,63
-7914568.66613219,5208800.21273145,N_579275502070532581,Roxbury,Q2CK-CX6Z-DWFB,,"1870 Columbus Ave., Roxbury, MA",42.31844,-71.09778, BFD Engine-42 Outside ,2021/06/28 07:56:22+00,1,BFD,,Outside,Engine 42,64
-7912692.79277099,5207165.74349712,N_579275502070532581,Roxbury,Q2CK-5HAA-H694,ROX-GROVEHALL-AP2,"41 Geneva Ave., Roxbury, MA",42.307582472509,-71.0809287428856, BPL Grove-Hall Outside ,2021/06/28 07:56:22+00,1,BPL,,Outside,Grove Hall,65
-7912861.72961371,5210388.47584794,N_579275502070532581,Roxbury,Q2CK-SDQD-U3MQ,ROX-BFDE14-AP1,"174 Dudley St., Roxbury, MA - Rear Roof Facing Palmer Street",42.3289887929768,-71.0824463283643, BFD Engine-14 Outside ,2021/06/28 07:56:22+00,1,BFD,,Outside,Engine 14,66
-7912130.19870111,5208731.04171381,N_579275502070532581,Roxbury,Q2CK-5S3K-8KFF,ROX-WINTHROP-AP3,"35 Brookford St., Roxbury, MA",42.3179805455354,-71.0758748743683, BPS Outside Winthrop-School ,2021/06/28 07:56:22+00,1,BPS,,Outside,Winthrop School,67
-7913727.08130998,5209434.95844364,N_579275502070532581,Roxbury,Q2CK-DPQP-RN6X,ROX-SHELBURNE-AP2,"2730 Washington St., Roxbury, MA",42.3226560131022,-71.0902199149132, BCYF/BPL Outside Shelbourne-Comm-Center ,2021/06/28 07:56:22+00,1,BCYF,BPL,Outside,Shelbourne Comm Center,68
-7913257.41160102,5210298.98051629,N_579275502070532581,Roxbury,Q2CK-NQHH-62DH,ROX-BPDB2-AP2,"2400 Washington St., Roxbury, MA - Left Side Rear Roof Facing Dudley & Washington",42.3283944374002,-71.0860008001328, BPD District-B-2 Outside ,2021/06/28 07:56:22+00,1,BPD,,Outside,District B 2,69
-7913906.66025239,5211028.44702032,N_579275502070532581,Roxbury,Q2CK-SARQ-LX6F,ROX-Tobin-BCYF-AP1,"1481 Tremont St, Roxbury Crossing, MA 02120",42.3332388,-71.0918331, BCYF BCYF-Grant Outdoor Tobin-Comm-Center ,2021/06/28 07:56:22+00,1,BCYF,,,Tobin Comm Center,70
-7914564.32467205,5208793.43794464,N_579275502070532581,Roxbury,Q2CK-2D9P-VKGR,ROX-BFDE42-AP1,"1870 Columbus Ave., Roxbury, MA",42.318395,-71.097741, BFD Engine-42 Outside ,2021/06/28 07:56:22+00,1,BFD,,Outside,Engine 42,71
-7913685.87697441,5209395.54560093,N_579275502070532581,Roxbury,Q2CK-NU6F-VDER,ROX-SHELBURNE-AP1,"2730 Washington St., Roxbury, MA",42.3223942392346,-71.0898497700691, BCYF/BPL Outside Shelbourne-Comm-Center ,2021/06/28 07:56:22+00,1,BCYF,BPL,Outside,Shelbourne Comm Center,72
-7912229.84363062,5210048.36168032,N_579275502070532581,Roxbury,Q2CK-NEZE-VRYJ,ROX-VINE-AP3,"339 Dudley St, Roxbury",42.32673,-71.07677, recently-added ,2021/06/28 07:56:22+00,1,,,,,73
-7912229.84363062,5210048.36168032,N_579275502070532581,Roxbury,Q2CK-MP2Y-FAUQ,ROX-VINE-AP2,"339 Dudley St, Roxbury",42.32673,-71.07677, recently-added ,2021/06/28 07:56:22+00,1,,,,,74
-7912845.81611863,5210316.93276757,N_579275502070532581,Roxbury,Q2CK-SF4S-8JL2,ROX-BFDE14-AP3,On pole across from BFD Engine 14,42.3285136621772,-71.0823033750057, BFD Engine-14 Outside ,2021/06/28 07:56:22+00,1,BFD,,Outside,Engine 14,75
-7912085.71462733,5208770.45455652,N_579275502070532581,Roxbury,Q2CK-5PKB-8LG8,ROX-WINTHROP-AP1,"35 Brookford St., Roxbury, MA",42.3182423377658,-71.0754752671346, BPS Outside Winthrop-School ,2021/06/28 07:56:22+00,1,BPS,,Outside,Winthrop School,76
-7913304.96080709,5208572.9891232,N_579275502070532581,Roxbury,Q2CK-DFHP-VUSX,ROX-BLA-AP3,"Humbolt & Townsend St., Roxbury, MA",42.3169307006476,-71.0864279419184, BPS Boston-Latin-Academy Outside ,2021/06/28 07:56:22+00,1,BPS,,Outside,Boston Latin Academy,77
-7912052.21277796,5207315.98629857,N_579275502070532581,Roxbury,Q2CK-74V2-BS4Q,ROX-FREDERICK-AP1,"270 Columbia Rd., Dorchester, MA",42.308580590481,-71.0751743149012, BPS Frederick-Pilot-School Outside ,2021/06/28 07:56:22+00,1,BPS,,Outside,Frederick Pilot School,78
-7912096.76216658,5208718.80451134,N_579275502070532581,Roxbury,Q2CK-6B8Q-V8DD,ROX-WINTHROP-AP2,"35 Brookford St., Roxbury, MA",42.3178992620491,-71.0755745088682, BPS Outside Winthrop-School ,2021/06/28 07:56:22+00,1,BPS,,Outside,Winthrop School,79
-7913796.68772744,5210851.40437274,N_579275502070532581,Roxbury,Q2CK-SQTZ-N3W3,ROX-Madison Park-HS-AP2,"75 Malcolm X Blvd, Boston, MA 02120",42.3320631,-71.0908452, recently-added ,2021/06/28 07:56:22+00,1,,,,,80
-7912378.59105096,5208799.38903218,N_579275502070532581,Roxbury,Q2CK-7AFY-YUJ9,ROX-WINTHROP-AP5,"Woodbine and Blue Hill Ave., Roxbury, MA",42.3184345287643,-71.0781062208116, BPS Outside Winthrop-School ,2021/06/28 07:56:22+00,1,BPS,,Outside,Winthrop School,81
-7912727.42829943,5207082.73766172,N_579275502070532581,Roxbury,Q2CK-NFVJ-3N86,ROX-BURKE-AP1,"60 Washington St.
Dorchester, MA 02121",42.3070310275479,-71.0812398791313, BPS Jeremiah-Burke-School Outside ,2021/06/28 07:56:22+00,1,BPS,,Outside,Jeremiah Burke School,82
-7912724.10216974,5207209.02364349,N_579275502070532581,Roxbury,Q2CK-LP79-KBBG,ROX-GROVEHALL-AP1,"41 Geneva Ave, Roxbury",42.30787,-71.08121, recently-added ,2021/06/28 07:56:22+00,1,,,,,83
-7912905.4304883,5207508.75493876,N_579275502070532581,Roxbury,Q2CK-CYFR-SFMF,ROX-GROVEHALL-AP4,"683 Warren St., Roxbury, MA",42.3098612,-71.0828389, BPL Grove-Hall Outside ,2021/06/28 07:56:22+00,1,BPL,,Outside,Grove Hall,84
-7912226.10888345,5210543.81787253,N_579275502070532581,Roxbury,Q2CK-HDFV-VYBC,ROX-ORCHARD-AP2,"906 Albany St., Roxbury, MA",42.3300204356736,-71.0767364501953, BPS Orchard-Garden-School Outside recently-added ,2021/06/28 07:56:22+00,1,BPS,,Outside,Orchard Garden School,85
-7912229.84363062,5210048.36168032,N_579275502070532581,Roxbury,Q2CK-NJTU-PZA7,ROX-VINE-AP4,"339 Dudley St, Roxbury",42.32673,-71.07677, recently-added ,2021/06/28 07:56:22+00,1,,,,,86
-7912173.95964626,5210648.57355082,N_579275502070532581,Roxbury,Q2CK-VQ39-UL8G,ROX-ORCHARD-AP3,"906 Albany St., Roxbury, MA",42.3307161195807,-71.0762679856271, BPS Orchard-Garden-School Outside ,2021/06/28 07:56:22+00,1,BPS,,Outside,Orchard Garden School,87
-7912229.84363062,5210048.36168032,N_579275502070532581,Roxbury,Q2CK-ZXL4-AYZP,ROX-VINE-AP1,"339 Dudley St, Roxbury",42.32673,-71.07677, recently-added ,2021/06/28 07:56:22+00,1,,,,,88
-7912644.42246403,5207118.56751873,N_579275502070532581,Roxbury,Q2CK-NNVA-2639,ROX-BURKE-AP2,"60 Washington St.
Dorchester, MA 02121",42.3072690619366,-71.0804942250252, BPS Jeremiah-Burke-School Outside ,2021/06/28 07:56:22+00,1,BPS,,Outside,Jeremiah Burke School,89
-7912502.74523777,5210300.21216763,N_579275502070532581,Roxbury,Q2CK-NF7G-GS7K,ROX-BFDE14-AP4,"Dudley St and Mt Pleasant Ave., Roxbury, MA",42.3284026170699,-71.0792215168476, BFD Engine-14 Outside ,2021/06/28 07:56:22+00,1,BFD,,Outside,Engine 14,90
-7913532.85362677,5208219.39788719,N_579275502070532581,Roxbury,Q2CK-BF8L-TU5P,ROX-TROTTER-AP2,"Humbolt & Waumbeck St., Roxbury, MA",42.3145819509434,-71.088475137949, BPS Outside Trotter-School ,2021/06/28 07:56:22+00,1,BPS,,Outside,Trotter School,91
-7914568.66613219,5208800.21273145,N_579275502070532581,Roxbury,Q2CK-BX25-DLJ2,BFD-E42-AP2,"1870 Columbus Ave., Roxbury, MA",42.31844,-71.09778, BFD Engine-42 Outside recently-added ,2021/06/28 07:56:22+00,1,BFD,,Outside,Engine 42,92
-7912206.86899669,5207707.12890424,N_579275502070532581,Roxbury,Q2CK-5YEE-273N,ROX-MLKSCHOOL-AP2,"77 Lawrence Ave., Roxbury, MA",42.3111790198738,-71.0765636153519, BPS MLK Outside ,2021/06/28 07:56:23+00,1,BPS,,Outside,MLK,93
-7913484.52064257,5208319.26894827,N_579275502070532581,Roxbury,Q2CK-H5VS-5UKS,ROX-TROTTER-AP1,"135 Humboldt Ave., Roxbury, MA",42.3152453589757,-71.0880409553647, BPS Outside Trotter-School ,2021/06/28 07:56:23+00,1,BPS,,Outside,Trotter School,94
-7913182.0476023,5208488.81695131,N_579275502070532581,Roxbury,Q2CK-FSAF-7UZR,ROX-BLA-AP1,"205 Townsend St., Roxbury, MA - west side of roof",42.316371590204,-71.0853237938136, BPS Boston-Latin-Academy Outside ,2021/06/28 07:56:23+00,1,BPS,,Outside,Boston Latin Academy,95
-7912161.81108537,5207153.24503528,N_579275502070532581,Roxbury,Q2CK-64RA-6G66,ROX-FREDERICK-AP3,"Devon & Columbia Rd, Dorchester, MA",42.3074994399351,-71.0761588532478, BPS Frederick-Pilot-School Outside ,2021/06/28 07:56:23+00,1,BPS,,Outside,Frederick Pilot School,96
